filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00071.wav,-131.84622192382812,99.22513580322266,-6.163279056549072,19.505481719970703,-1.771993637084961,14.710640907287598,-0.48529526591300964,9.737112998962402,2.0843801498413086,3.203972339630127,-3.5199344158172607,0.6541677117347717,1.777060627937317,-0.07502486556768417,-6.357510089874268,2.901850461959839,-2.361704111099243,2.603970527648926,-1.439482569694519,4.249180316925049,blues
blues.00438.wav,-13.622871398925781,48.918067932128906,-38.892879486083984,28.463790893554688,-3.767483711242676,-0.9539118409156799,-1.7646796703338623,6.107089042663574,-7.580408573150635,9.21024227142334,7.4709062576293945,1.7803202867507935,-1.5984852313995361,4.111571311950684,-3.9554901123046875,1.4930342435836792,-6.760941505432129,-1.1402897834777832,-1.057608723640442,1.7836352586746216,blues
blues.01262.wav,-185.1643829345703,107.0315170288086,37.72063064575195,44.430824279785156,24.105308532714844,18.624921798706055,12.713879585266113,10.525033950805664,-0.4256972074508667,-0.04043208435177803,-3.5671372413635254,-4.325527667999268,-0.8460341691970825,0.7691621780395508,-4.475037574768066,-0.665074348449707,0.6017177104949951,3.7770836353302,4.157000541687012,8.219708442687988,blues
blues.01452.wav,-112.1341323852539,80.86872100830078,27.628114700317383,54.62793731689453,28.034717559814453,2.8994791507720947,7.843541622161865,1.7399256229400635,-1.2121628522872925,6.531823635101318,5.5852484703063965,3.123018264770508,-6.0473713874816895,4.748711109161377,8.671224594116211,4.3087639808654785,-3.078813314437866,1.3479104042053223,-0.08498965948820114,2.165527820587158,blues
blues.02032.wav,-155.49070739746094,66.09500122070312,-4.887382507324219,56.658241271972656,6.010979175567627,18.030536651611328,6.011188507080078,15.845917701721191,-2.049412727355957,10.432814598083496,5.0622076988220215,6.243573188781738,-5.636415958404541,-0.3832310736179352,-2.2992653846740723,1.3759323358535767,-7.0030083656311035,1.5168989896774292,-0.4162115454673767,0.7155460715293884,blues
blues.01636.wav,-315.19354248046875,150.5242919921875,-47.22035217285156,27.097118377685547,1.8960012197494507,-3.0819036960601807,-6.959643363952637,-18.217365264892578,-12.185976028442383,-14.18526554107666,-15.267248153686523,-11.118026733398438,-11.369820594787598,-9.592071533203125,-5.618833541870117,6.215086936950684,1.3850517272949219,0.8274831771850586,-0.9193651676177979,-0.3212941288948059,blues
blues.00843.wav,-89.59220886230469,96.61942291259766,-47.18388366699219,48.03951644897461,-11.890192985534668,5.423625469207764,-2.833245277404785,5.725220680236816,-10.522022247314453,3.478449821472168,-3.427008867263794,2.562854766845703,-5.292759895324707,0.33440202474594116,-5.608310699462891,-1.022843599319458,-5.106204986572266,2.228121757507324,-5.96816873550415,-3.2005574703216553,blues
blues.01295.wav,-162.16514587402344,121.9308853149414,-10.13620662689209,37.68717956542969,0.21391886472702026,10.886810302734375,-1.8269517421722412,10.875454902648926,3.385479211807251,8.931644439697266,-3.1521964073181152,1.6010441780090332,-3.7096307277679443,6.059069633483887,1.251036524772644,1.5033990144729614,-5.005154609680176,1.2760584354400635,-3.6650424003601074,-2.5698187351226807,blues
blues.00976.wav,-197.64315795898438,90.81930541992188,-12.127074241638184,22.19135284423828,-2.19535756111145,10.047208786010742,9.431999206542969,5.823358535766602,1.584849238395691,11.645575523376465,0.695035994052887,3.946072816848755,-9.610154151916504,-0.7541040182113647,-0.8057378530502319,-0.41240406036376953,-8.566822052001953,0.8226197361946106,-4.393443584442139,5.8432936668396,blues
blues.00380.wav,-136.89724731445312,97.61672973632812,-0.5941271781921387,27.68431854248047,2.0908472537994385,11.82567024230957,-9.910207748413086,3.459152936935425,-0.2291305661201477,-0.743311882019043,-1.269416332244873,0.802363932132721,-3.6388933658599854,-0.8842467069625854,-5.821311950683594,-2.655529260635376,-5.874899387359619,-2.7366278171539307,-7.177992343902588,-3.1520187854766846,blues
